Age Group,Job,Marital,Education,Default,Balance Group,Month,Response Rate
20+,blue-collar,married,secondary,no,medium,jul,0
20+,blue-collar,single,secondary,no,low,jul,1
40+,admin.,married,secondary,no,low,jul,0
30+,blue-collar,married,primary,no,low,jul,0
50+,blue-collar,married,primary,no,medium,jul,0
50+,admin.,married,secondary,no,medium,jul,0
30+,self-employed,divorced,unknown,no,low,jul,0
50+,management,married,tertiary,no,low,jul,0
50+,technician,married,primary,no,low,jul,0
50+,technician,married,secondary,no,low,jul,0
50+,blue-collar,divorced,primary,no,low,jul,0
30+,entrepreneur,divorced,tertiary,no,low,jul,1
50+,services,divorced,primary,no,low,jul,0
20+,management,single,tertiary,no,medium,jul,0
40+,management,divorced,tertiary,no,low,jul,1
50+,admin.,single,secondary,no,low,jul,0
40+,blue-collar,married,primary,no,low,jul,0
30+,self-employed,married,tertiary,yes,low,jul,0
50+,retired,married,secondary,no,low,jul,0
20+,management,married,tertiary,no,medium,jul,0
60+,retired,married,secondary,no,medium,jul,0
30+,entrepreneur,single,tertiary,yes,low,jul,0
50+,retired,married,secondary,no,low,jul,0
30+,services,married,secondary,no,low,jul,1
30+,admin.,single,secondary,no,low,jul,0
30+,services,single,secondary,no,low,jul,0
30+,services,married,secondary,no,medium,jul,0
30+,blue-collar,married,primary,no,low,jul,0
50+,retired,married,secondary,no,low,jul,0
50+,housemaid,married,primary,no,low,jul,0
40+,admin.,married,secondary,no,high,jul,0
40+,technician,single,secondary,no,low,jul,0
50+,technician,married,primary,no,medium,jul,0
30+,housemaid,married,primary,no,low,jul,0
20+,blue-collar,married,secondary,no,low,jul,0
30+,unemployed,married,secondary,no,low,jul,0
20+,technician,single,secondary,no,low,jul,0
40+,services,married,secondary,no,medium,jul,0
20+,blue-collar,single,secondary,yes,low,jul,1
50+,services,married,secondary,no,low,jul,0
40+,blue-collar,divorced,primary,no,medium,jul,0
20+,technician,single,secondary,no,low,jul,0
50+,blue-collar,single,secondary,no,low,jul,0
40+,admin.,married,secondary,no,medium,jul,0
30+,admin.,single,secondary,no,medium,jul,0
30+,services,married,secondary,no,low,jul,0
20+,self-employed,single,tertiary,no,low,jul,0
30+,unemployed,divorced,secondary,no,low,jul,0
60+,retired,divorced,secondary,no,low,jul,0
30+,services,single,primary,no,low,jul,0
30+,management,single,tertiary,no,low,jul,0
30+,services,married,primary,no,low,jul,0
20+,blue-collar,married,secondary,no,medium,jul,0
30+,housemaid,divorced,secondary,no,low,jul,0
30+,technician,single,secondary,no,low,jul,0
40+,services,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
20+,services,single,secondary,no,low,jul,0
30+,admin.,married,secondary,no,low,jul,0
60+,management,married,secondary,no,low,jul,0
20+,blue-collar,single,secondary,no,low,jul,0
50+,management,married,unknown,no,low,jul,0
30+,admin.,divorced,secondary,no,low,jul,0
30+,housemaid,married,secondary,no,medium,jul,0
50+,blue-collar,married,primary,no,low,jul,0
30+,blue-collar,married,secondary,no,low,jul,1
20+,services,single,secondary,no,low,jul,0
30+,blue-collar,divorced,secondary,no,low,jul,0
20+,management,single,tertiary,no,low,jul,0
50+,services,single,unknown,no,low,jul,0
50+,technician,married,secondary,no,low,jul,0
50+,blue-collar,married,secondary,no,low,jul,0
50+,unemployed,married,secondary,no,low,jul,0
20+,admin.,married,secondary,no,low,jul,0
30+,technician,single,secondary,yes,low,jul,0
50+,management,married,tertiary,no,low,jul,0
20+,admin.,single,secondary,no,low,jul,0
50+,blue-collar,married,secondary,no,low,jul,0
40+,technician,divorced,secondary,no,low,jul,0
60+,management,married,secondary,no,low,jul,0
20+,services,single,secondary,no,low,jul,0
50+,unemployed,married,primary,no,medium,jul,0
50+,blue-collar,married,secondary,no,medium,jul,0
30+,admin.,married,tertiary,no,low,jul,0
20+,self-employed,single,tertiary,no,low,jul,0
50+,blue-collar,married,secondary,no,medium,jul,0
30+,blue-collar,single,secondary,no,low,jul,0
50+,technician,married,secondary,no,medium,jul,0
50+,retired,divorced,tertiary,no,low,jul,0
40+,blue-collar,married,secondary,no,medium,jul,0
40+,management,married,tertiary,no,low,jul,0
30+,admin.,single,secondary,no,low,jul,0
20+,management,single,unknown,no,low,jul,0
40+,blue-collar,divorced,primary,no,low,jul,0
30+,admin.,single,secondary,yes,low,jul,0
40+,entrepreneur,married,tertiary,no,medium,jul,0
20+,management,single,tertiary,no,medium,jul,0
30+,technician,married,secondary,no,low,jul,1
50+,technician,married,secondary,yes,low,jul,0
50+,blue-collar,married,secondary,no,low,jul,0
30+,blue-collar,married,primary,no,low,jul,0
20+,services,single,secondary,no,low,jul,0
20+,admin.,single,secondary,no,low,jul,0
30+,management,married,secondary,no,low,jul,0
30+,blue-collar,divorced,secondary,no,low,jul,0
40+,management,married,tertiary,no,medium,jul,0
40+,technician,married,secondary,no,medium,jul,0
30+,admin.,single,secondary,no,low,jul,0
50+,admin.,married,secondary,no,low,jul,0
50+,blue-collar,single,secondary,no,low,jul,1
30+,blue-collar,single,primary,no,low,jul,0
40+,blue-collar,married,secondary,yes,low,jul,0
30+,housemaid,married,primary,no,low,jul,0
30+,services,married,secondary,no,low,jul,0
30+,blue-collar,married,primary,no,low,jul,0
40+,blue-collar,single,tertiary,no,low,jul,0
50+,management,married,tertiary,no,low,jul,0
30+,self-employed,married,secondary,no,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
20+,technician,single,secondary,no,low,jul,0
50+,blue-collar,married,primary,no,low,jul,0
30+,blue-collar,single,secondary,no,low,jul,0
40+,blue-collar,single,secondary,no,low,jul,0
20+,technician,divorced,secondary,no,low,jul,0
30+,services,single,secondary,no,low,jul,0
40+,blue-collar,single,primary,no,medium,jul,0
30+,admin.,married,secondary,no,medium,jul,0
30+,technician,single,secondary,no,low,jul,0
50+,retired,married,primary,no,low,jul,0
50+,technician,married,tertiary,no,low,jul,0
50+,management,married,tertiary,no,low,jul,0
60+,management,married,tertiary,no,low,jul,0
30+,admin.,married,secondary,no,low,jul,0
20+,management,single,tertiary,no,low,jul,0
20+,blue-collar,married,secondary,no,low,jul,0
20+,admin.,single,secondary,no,low,jul,1
40+,blue-collar,married,primary,no,low,jul,0
20+,technician,single,secondary,no,low,jul,0
40+,admin.,married,secondary,no,medium,jul,0
20+,technician,married,secondary,no,low,jul,1
40+,technician,married,secondary,no,low,jul,0
30+,management,married,tertiary,no,medium,jul,0
50+,blue-collar,married,primary,no,low,jul,0
50+,technician,married,secondary,no,low,jul,0
60+,management,married,secondary,no,low,jul,0
40+,blue-collar,divorced,unknown,no,low,jul,0
20+,blue-collar,single,secondary,no,low,jul,0
30+,blue-collar,married,secondary,no,low,jul,0
20+,admin.,single,secondary,no,low,jul,0
50+,housemaid,married,primary,no,low,jul,0
20+,management,married,tertiary,no,medium,jul,0
30+,retired,married,primary,no,low,jul,0
50+,management,married,tertiary,no,medium,jul,0
30+,technician,single,secondary,no,low,jul,0
20+,blue-collar,single,secondary,no,low,jul,1
40+,blue-collar,married,primary,no,low,jul,0
20+,services,married,secondary,no,low,jul,0
40+,admin.,divorced,unknown,no,low,jul,0
20+,blue-collar,married,primary,no,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
30+,management,single,tertiary,no,low,jul,0
30+,blue-collar,married,secondary,no,low,jul,0
30+,management,single,tertiary,no,low,jul,0
40+,blue-collar,married,primary,no,medium,jul,0
20+,admin.,single,secondary,yes,low,jul,0
20+,blue-collar,single,secondary,no,low,jul,0
30+,services,single,secondary,no,low,jul,0
20+,housemaid,married,primary,no,low,jul,0
30+,self-employed,married,primary,no,medium,jul,0
20+,services,single,secondary,no,low,jul,0
40+,blue-collar,married,primary,no,low,jul,0
20+,entrepreneur,single,tertiary,no,low,jul,0
40+,services,married,secondary,no,low,jul,0
40+,blue-collar,married,secondary,no,low,jul,0
20+,blue-collar,single,primary,no,low,jul,0
20+,technician,single,tertiary,no,low,jul,0
40+,self-employed,married,secondary,no,medium,jul,0
50+,admin.,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
30+,blue-collar,married,primary,no,low,jul,0
20+,admin.,single,secondary,no,low,jul,0
50+,blue-collar,married,secondary,no,low,jul,0
60+,housemaid,married,secondary,no,low,jul,0
50+,retired,married,primary,no,low,jul,0
50+,admin.,married,secondary,no,low,jul,0
30+,services,married,secondary,no,low,jul,0
20+,blue-collar,married,primary,no,low,jul,0
50+,management,married,tertiary,no,low,jul,0
40+,blue-collar,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
40+,management,married,tertiary,no,medium,jul,0
40+,technician,married,secondary,no,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
50+,technician,married,secondary,no,low,jul,0
30+,management,married,tertiary,no,low,jul,0
50+,management,married,secondary,no,medium,jul,0
30+,admin.,divorced,secondary,no,low,jul,0
30+,blue-collar,married,secondary,no,low,jul,0
30+,blue-collar,single,secondary,no,low,jul,0
30+,blue-collar,married,primary,no,low,jul,0
40+,blue-collar,married,secondary,no,low,jul,0
40+,services,married,secondary,no,low,jul,0
50+,services,married,tertiary,no,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
50+,retired,married,secondary,no,low,jul,0
30+,self-employed,married,primary,no,low,jul,0
20+,management,single,tertiary,no,low,jul,0
30+,management,single,tertiary,no,low,jul,0
40+,services,divorced,secondary,no,low,jul,0
30+,blue-collar,married,secondary,no,low,jul,0
40+,management,divorced,tertiary,no,low,jul,0
50+,retired,married,tertiary,no,low,jul,0
30+,blue-collar,married,secondary,yes,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
30+,blue-collar,married,secondary,no,low,jul,0
30+,services,married,primary,no,low,jul,0
40+,technician,married,tertiary,no,low,jul,0
40+,management,married,tertiary,no,low,jul,0
40+,services,married,secondary,no,low,jul,0
30+,services,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
50+,technician,married,secondary,no,low,jul,0
50+,technician,married,tertiary,no,low,jul,0
50+,technician,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
40+,blue-collar,married,secondary,no,low,jul,0
40+,management,married,tertiary,no,low,jul,0
40+,unknown,married,primary,no,low,jul,0
30+,admin.,single,secondary,no,medium,jul,0
40+,admin.,married,secondary,no,low,jul,0
50+,blue-collar,married,primary,no,low,jul,0
40+,management,single,tertiary,no,medium,jul,0
20+,unemployed,single,secondary,no,low,jul,1
30+,admin.,married,primary,no,medium,jul,0
30+,services,married,secondary,no,low,jul,0
20+,self-employed,single,tertiary,no,low,jul,0
50+,management,married,secondary,no,medium,jul,0
30+,blue-collar,married,secondary,no,low,jul,0
20+,blue-collar,single,primary,no,low,jul,0
30+,admin.,married,secondary,no,low,jul,0
50+,management,married,tertiary,no,low,jul,0
60+,housemaid,married,primary,no,medium,jul,0
30+,management,married,unknown,no,low,jul,0
30+,blue-collar,married,secondary,no,low,jul,0
30+,entrepreneur,married,tertiary,no,low,jul,0
50+,retired,single,tertiary,no,low,jul,0
40+,entrepreneur,married,secondary,no,low,jul,0
40+,technician,married,tertiary,no,low,jul,0
40+,management,married,tertiary,no,low,jul,0
30+,admin.,married,tertiary,no,low,jul,0
50+,management,married,unknown,no,low,jul,0
30+,self-employed,married,tertiary,no,low,jul,0
50+,technician,married,tertiary,no,medium,jul,0
40+,blue-collar,married,unknown,no,low,jul,0
40+,blue-collar,divorced,primary,no,low,jul,0
50+,housemaid,married,primary,no,low,jul,0
40+,management,divorced,tertiary,no,low,jul,0
40+,management,married,tertiary,no,low,jul,0
50+,blue-collar,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
50+,self-employed,married,secondary,no,low,jul,0
50+,services,married,secondary,no,medium,jul,0
50+,self-employed,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
20+,services,married,secondary,no,low,jul,0
40+,blue-collar,single,secondary,no,low,jul,0
30+,housemaid,married,primary,no,low,jul,0
30+,blue-collar,divorced,secondary,no,low,jul,0
50+,self-employed,married,secondary,no,low,jul,0
30+,admin.,single,secondary,no,low,jul,0
30+,management,married,tertiary,no,low,jul,0
50+,services,married,secondary,no,low,jul,0
40+,management,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,medium,jul,0
50+,management,divorced,primary,no,low,jul,0
40+,blue-collar,married,primary,no,low,jul,1
40+,technician,married,secondary,no,low,jul,0
50+,unemployed,married,tertiary,no,low,jul,0
50+,technician,married,tertiary,no,low,jul,0
40+,management,single,tertiary,no,medium,jul,0
40+,services,divorced,secondary,no,medium,jul,0
50+,technician,single,secondary,no,low,jul,0
50+,blue-collar,married,secondary,no,low,jul,0
30+,services,married,secondary,no,low,jul,0
30+,management,single,secondary,no,medium,jul,0
30+,technician,married,secondary,no,medium,jul,0
20+,services,single,secondary,no,low,jul,0
60+,retired,married,primary,no,low,jul,0
30+,admin.,married,secondary,no,low,jul,0
30+,management,single,tertiary,no,low,jul,0
40+,blue-collar,married,secondary,no,medium,jul,0
40+,self-employed,married,secondary,no,low,jul,0
30+,management,married,tertiary,no,low,jul,0
50+,entrepreneur,married,tertiary,no,low,jul,0
50+,blue-collar,married,unknown,no,low,jul,1
30+,blue-collar,single,secondary,no,low,jul,0
50+,retired,married,tertiary,no,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
40+,blue-collar,married,secondary,no,low,jul,0
40+,management,single,tertiary,no,medium,jul,0
30+,admin.,married,primary,no,low,jul,1
30+,technician,married,tertiary,no,medium,jul,0
40+,blue-collar,single,primary,no,low,jul,1
50+,entrepreneur,married,tertiary,no,low,jul,1
30+,housemaid,married,tertiary,no,low,jul,0
30+,management,single,unknown,no,medium,jul,0
50+,blue-collar,married,primary,no,low,jul,0
40+,blue-collar,married,secondary,no,low,jul,0
50+,housemaid,married,primary,no,low,jul,0
40+,services,divorced,tertiary,no,medium,jul,1
40+,blue-collar,married,secondary,no,low,jul,1
40+,admin.,divorced,secondary,no,low,jul,0
40+,management,single,tertiary,no,low,jul,0
40+,admin.,married,primary,no,medium,jul,0
30+,services,single,primary,no,low,jul,0
30+,technician,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,1
20+,services,single,secondary,no,medium,jul,0
30+,housemaid,married,primary,no,low,jul,0
30+,admin.,single,secondary,no,low,jul,0
40+,management,married,tertiary,no,low,jul,0
40+,management,divorced,tertiary,no,low,jul,0
30+,admin.,married,secondary,no,low,jul,0
50+,self-employed,married,primary,no,low,jul,0
60+,blue-collar,married,secondary,no,high,jul,0
30+,blue-collar,married,secondary,no,medium,jul,0
40+,technician,married,secondary,no,low,jul,0
40+,self-employed,married,tertiary,no,low,jul,0
30+,management,married,tertiary,no,low,jul,0
40+,management,single,tertiary,no,low,jul,0
50+,retired,married,unknown,yes,low,jul,0
30+,technician,married,secondary,no,low,jul,0
20+,technician,married,secondary,no,low,jul,0
20+,student,married,tertiary,no,low,jul,0
40+,admin.,married,secondary,no,low,jul,0
30+,management,married,tertiary,no,medium,jul,0
20+,self-employed,single,secondary,no,low,jul,0
30+,management,single,tertiary,no,low,jul,0
50+,services,married,secondary,no,low,jul,0
40+,technician,married,secondary,no,low,jul,0
50+,technician,divorced,secondary,no,low,jul,0
40+,management,married,tertiary,no,medium,jul,0
30+,management,married,unknown,no,low,jul,0
30+,services,divorced,unknown,no,low,jul,0
40+,housemaid,married,secondary,no,low,jul,0
60+,housemaid,married,secondary,no,low,jul,0
30+,admin.,single,secondary,no,low,jul,0
40+,retired,single,primary,no,low,jul,0
40+,technician,married,primary,no,low,jul,0
30+,management,single,unknown,no,medium,jul,0
20+,admin.,divorced,tertiary,yes,low,jul,1
40+,entrepreneur,married,tertiary,no,medium,jul,0
50+,management,married,primary,no,low,jul,0
